#[s2-1]:LP1709-192-1ul-4-POS--05%-1.raw
#[s2-2]:LP1709-192-1ul-4-POS--05%-2.raw
#[s2-3]:LP1709-192-1ul-4-POS--05%-3.raw
#[s1-1]:LP1709-192-1ul-4-POS--CK1.raw
#[s1-2]:LP1709-192-1ul-4-POS--CK2.raw
#[s1-3]:LP1709-192-1ul-4-POS--CK3.raw
#[c-1]:QC1-1ul-4-POS--CK2.raw
#[c-2]:QC2-1ul-4-POS--CK2.raw
#normalize base:
#control group:c
#toprank filter:true
#mScoreThreshold:5.0
#cScoreThreshold:2.0

LipidIon	Class	FattyAcid	FA1	FA2	FA3	CalcMz	IonFormula	ARatio[s1/c]	ARatio[s2/c]	HRatio[s1/c]	HRatio[s2/c]	ADiff[s1/c]	ADiff[s2/c]	HDiff[s1/c]	HDiff[s2/c]	GroupArea[c]	GroupArea[s1]	GroupArea[s2]	GroupHeight[c]	GroupHeight[s1]	GroupHeight[s2]	GroupTopPos[c]	GroupTopPos[s1]	GroupTopPos[s2]	Area[s2-1]	Area[s2-2]	Area[s2-3]	Area[s1-1]	Area[s1-2]	Area[s1-3]	Area[c-1]	Area[c-2]	Height[s2-1]	Height[s2-2]	Height[s2-3]	Height[s1-1]	Height[s1-2]	Height[s1-3]	Height[c-1]	Height[c-2]	NormArea[s2-1]	NormArea[s2-2]	NormArea[s2-3]	NormArea[s1-1]	NormArea[s1-2]	NormArea[s1-3]	NormArea[c-1]	NormArea[c-2]	NormHeight[s2-1]	NormHeight[s2-2]	NormHeight[s2-3]	NormHeight[s1-1]	NormHeight[s1-2]	NormHeight[s1-3]	NormHeight[c-1]	NormHeight[c-2]	TopPos[s2-1]	TopPos[s2-2]	TopPos[s2-3]	TopPos[s1-1]	TopPos[s1-2]	TopPos[s1-3]	TopPos[c-1]	TopPos[c-2]	Hwhm(L)[s2-1]	Hwhm(L)[s2-2]	Hwhm(L)[s2-3]	Hwhm(L)[s1-1]	Hwhm(L)[s1-2]	Hwhm(L)[s1-3]	Hwhm(L)[c-1]	Hwhm(L)[c-2]	Hwhm(R)[s2-1]	Hwhm(R)[s2-2]	Hwhm(R)[s2-3]	Hwhm(R)[s1-1]	Hwhm(R)[s1-2]	Hwhm(R)[s1-3]	Hwhm(R)[c-1]	Hwhm(R)[c-2]	AreaScore[s2-1]	AreaScore[s2-2]	AreaScore[s2-3]	AreaScore[s1-1]	AreaScore[s1-2]	AreaScore[s1-3]	AreaScore[c-1]	AreaScore[c-2]	DataId[s2-1]	DataId[s2-2]	DataId[s2-3]	DataId[s1-1]	DataId[s1-2]	DataId[s1-3]	DataId[c-1]	DataId[c-2]	Scan[s2-1]	Scan[s2-2]	Scan[s2-3]	Scan[s1-1]	Scan[s1-2]	Scan[s1-3]	Scan[c-1]	Scan[c-2]	ObsMz[s2-1]	ObsMz[s2-2]	ObsMz[s2-3]	ObsMz[s1-1]	ObsMz[s1-2]	ObsMz[s1-3]	ObsMz[c-1]	ObsMz[c-2]	Rt[s2-1]	Rt[s2-2]	Rt[s2-3]	Rt[s1-1]	Rt[s1-2]	Rt[s1-3]	Rt[c-1]	Rt[c-2]	It.[s2-1]	It.[s2-2]	It.[s2-3]	It.[s1-1]	It.[s1-2]	It.[s1-3]	It.[c-1]	It.[c-2]	z[s2-1]	z[s2-2]	z[s2-3]	z[s1-1]	z[s1-2]	z[s1-3]	z[c-1]	z[c-2]	Delta(Da)[s2-1]	Delta(Da)[s2-2]	Delta(Da)[s2-3]	Delta(Da)[s1-1]	Delta(Da)[s1-2]	Delta(Da)[s1-3]	Delta(Da)[c-1]	Delta(Da)[c-2]	Delta(ppm)[s2-1]	Delta(ppm)[s2-2]	Delta(ppm)[s2-3]	Delta(ppm)[s1-1]	Delta(ppm)[s1-2]	Delta(ppm)[s1-3]	Delta(ppm)[c-1]	Delta(ppm)[c-2]	mScore[s2-1]	mScore[s2-2]	mScore[s2-3]	mScore[s1-1]	mScore[s1-2]	mScore[s1-3]	mScore[c-1]	mScore[c-2]	tScore[s2-1]	tScore[s2-2]	tScore[s2-3]	tScore[s1-1]	tScore[s1-2]	tScore[s1-3]	tScore[c-1]	tScore[c-2]	
Cer(d20:2/18:0+O)+NH4	Cer	(d20:2/18:0+O)	(d20:2)	(18:0+O)		625.58778447	C38 H77 O4 N2	1.051348494147905	1.2346882755531854	1.0047984032612107	0.9189246320201465	1644467.8770000003	7516039.889000025	9814.26000000001	-165824.8999999999	3.2025630046E7	3.3670097923E7	3.9541669935000025E7	2045317.883	2055132.143	1879492.983	22.951	22.951	22.951	1.3560169077E7	3.432647345969993E7	3.9541669935000025E7	1.8987525974E7	7552896.949	3.3670097923E7	2.7543081575E7	3.2025630046E7	1879492.983	1376820.12	1060839.44	2021465.539	1851309.85	2055132.143	1989611.042	2045317.883	1.3560169077E7	3.432647345969993E7	3.9541669935000025E7	1.8987525974E7	7552896.949	3.3670097923E7	2.7543081575E7	3.2025630046E7	1879492.983	1376820.12	1060839.44	2021465.539	1851309.85	2055132.143	1989611.042	2045317.883	22.892	23.247	23.357	23.193	22.87	22.951	22.878	23.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0						11300								MS2								625.587015								22.951								1559513.0			1	1	1	1	1	1	1	1						-7.694700000229204E-4								-1.2299956790717448								5.303445911150581								7.9334193625330744			
Cer(d20:2/18:0+O)+NH4	Cer	(d20:2/18:0+O)	(d20:2)	(18:0+O)		625.58778447	C38 H77 O4 N2	1.7755632166390454	1.9749657875301252	0.9279419737239781	0.9140294200656361	2.1631082987999998E7	2.719258135E7	-170547.2370000002	-203475.52700000023	2.7890805706E7	4.9521888694E7	5.5083387056E7	2366804.169	2196256.932	2163328.642	23.397611666768043	23.397611666768043	23.397611666768043	5.5083387056E7	2.8498808738E7	3.2479789326E7	2.2972632839E7	1.2325675234E7	4.9521888694E7	1.9986663816E7	2.7890805706E7	811956.794	2163328.642	2026617.121	2062156.592	2196256.932	766627.806	2366804.169	1026301.877	5.5083387056E7	2.8498808738E7	3.2479789326E7	2.2972632839E7	1.2325675234E7	4.9521888694E7	1.9986663816E7	2.7890805706E7	811956.794	2163328.642	2026617.121	2062156.592	2196256.932	766627.806	2366804.169	1026301.877	23.367	23.389	23.369	23.196	23.473	23.262	23.551	23.317	0.697	0.0	0.0	0.0	0.0	0.557	0.0	0.15	0.366	0.0	0.0	0.0	0.0	0.455	0.0	0.275	0.78	1.0	1.0	1.0	1.0	0.62	1.0	0.75	11207		11154		11184			11100	MS2		MS2		MS2			MS2	625.586026		625.586485		625.586211			625.586172	23.397611666768043		23.397611666768043		23.397611666768043			23.397611666768043	1070959.25		1078265.125		875236.375			1880755.625	1	1	1	1	1	1	1	1	-0.001758470000027046		-0.0012994699999353543		-0.0015734699999256918			-0.0016124699999409131	-2.810913903240612		-2.077200981297254		-2.51519070049985			-2.5775323340860257	5.1792366763954725		5.3023256603860895		5.296900712572585			5.092998925002444	7.832824140758698		7.714715800970195		7.908694035995087			7.570871330162129	
Cer(d20:2/18:0+O)+NH4	Cer	(d20:2/18:0+O)	(d20:2)	(18:0+O)		625.58778447	C38 H77 O4 N2	2.439256185044976	2.927976824677541	1.1550357384510743	1.0368829859377184	7207076.1453999	9654345.019599924	199901.28599999985	47556.49499999988	5007500.555	1.22145767003999E7	1.4661845574599924E7	1289388.421	1489289.707	1336944.916	23.895683665840128	23.895683665840128	23.895683665840128	1.4661845574599924E7	1.1281245477E7	1537372.993	1.22145767003999E7	2688982.461	4045095.055	5007500.555	4711040.235000034	519471.68999999994	603435.94	1336944.916	361104.43999999994	1489289.707	371457.411	1289388.421	533186.0	1.4661845574599924E7	1.1281245477E7	1537372.993	1.22145767003999E7	2688982.461	4045095.055	5007500.555	4711040.235000034	519471.68999999994	603435.94	1336944.916	361104.43999999994	1489289.707	371457.411	1289388.421	533186.0	23.769	23.638	23.826	23.666	23.845	23.939	24.014	23.962	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.75	1.0	1.0			11414		11920	11543	11639				MS2		MS2	MS2	MS2				625.587502		625.586813	625.587313	625.58741				23.895683665840128		23.895683665840128	23.895683665840128	23.895683665840128				1040124.125		1050403.75	1034490.375	1138257.125		1	1	1	1	1	1	1	1			-2.82470000001922E-4		-9.714699999676668E-4	-4.7146999997949024E-4	-3.74469999997018E-4				-0.45152716673953835		-1.552892624927302	-0.7536431394727134	-0.5985888872876385				5.0186381685802175		5.0696469148220675	5.218091951086037	5.04902719510121				8.247328800970196		9.431807035995089	8.426617362533074	8.421741562764645		
Cer(d20:2/18:0+O)+NH4	Cer	(d20:2/18:0+O)	(d20:2)	(18:0+O)		625.58778447	C38 H77 O4 N2	5.73271594990632	1.6730933872169007	0.2744025907263977	0.37092455190298784	2.7308691123000003E7	3883879.70100002	-1018921.4099999999	-883380.28	5770194.411	3.3078885534E7	9654074.11200002	1404251.72	385330.31000000006	520871.43999999994	24.311	24.311	24.311	3977604.3101999396	7084662.298200082	9654074.11200002	3.3078885534E7	4658328.200699938	7778672.458799989	5770194.411	4843797.063	366666.3799999999	520871.43999999994	434828.93999999994	341533.672	385330.31000000006	321997.93999999994	1264889.888	1404251.72	3977604.3101999396	7084662.298200082	9654074.11200002	3.3078885534E7	4658328.200699938	7778672.458799989	5770194.411	4843797.063	366666.3799999999	520871.43999999994	434828.93999999994	341533.672	385330.31000000006	321997.93999999994	1264889.888	1404251.72	24.311	24.427	23.952	24.521	24.106	24.775	24.198	24.311	0.0	0.0	0.0	0.389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.128	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.7	1.0	1.0	1.0	1.0								11734								MS2								625.587405								24.311								1139738.0	1	1	1	1	1	1	1	1								-3.7946999998439424E-4								-0.6065813733195501								5.018598490721572								8.87307033016213	
Cer(d20:2/18:0+O)+NH4	Cer	(d20:2/18:0+O)	(d20:2)	(18:0+O)		625.58778447	C38 H77 O4 N2	0.4884196785981081	0.6025575548116263	1.1463036534899353	1.0385167496854286	-1.0904277621E7	-8471441.490999999	186179.10999999987	49014.59400000004	2.1314888718E7	1.0410611097E7	1.2843447227E7	1272552.705	1458731.815	1321567.299	25.613	25.613	25.613	1.2843447227E7	884383.619	1125355.202	3024502.403	5828187.567	1.0410611097E7	9147419.703	2.1314888718E7	347833.022	1164486.782	1321567.299	383581.384	1458731.815	397896.089	1272552.705	434290.716	1.2843447227E7	884383.619	1125355.202	3024502.403	5828187.567	1.0410611097E7	9147419.703	2.1314888718E7	347833.022	1164486.782	1321567.299	383581.384	1458731.815	397896.089	1272552.705	434290.716	25.398	25.588	25.62	25.613	25.614	25.444	25.468	25.47	0.264	0.0	0.0	0.06	0.0	0.176	0.0	0.303	0.314	0.0	0.0	0.063	0.0	0.234	0.0	0.466	0.81	1.0	1.0	0.78	1.0	0.82	1.0	0.72				12373								MS2								625.587108								25.613								1139594.875					1	1	1	1	1	1	1	1				-6.764700000303492E-4								-1.0813352740726738								5.3420455324160105								10.120758113352627					
Cer(d20:2/18:0+O)+NH4	Cer	(d20:2/18:0+O)	(d20:2)	(18:0+O)		625.58778447	C38 H77 O4 N2	0.49301460216478665	1.5795270784870865	2.9254666487314984	2.7376312645618013	-9110034.737300161	1.0413538217799809E7	848192.233	765448.388	1.7969027858E7	8858993.120699838	2.8382566075799808E7	440512.555	1288704.788	1205960.943	26.592812987589202	26.592812987589202	26.592812987589202	1.2258588936E7	5417259.353699908	2.8382566075799808E7	1316153.881	8858993.120699838	7324480.988	8477144.524	1.7969027858E7	1205960.943	537330.0699999998	589824.44	1288704.788	466913.56999999983	1195561.433	391823.402	440512.555	1.2258588936E7	5417259.353699908	2.8382566075799808E7	1316153.881	8858993.120699838	7324480.988	8477144.524	1.7969027858E7	1205960.943	537330.0699999998	589824.44	1288704.788	466913.56999999983	1195561.433	391823.402	440512.555	26.578	26.097	25.619	26.5	25.607	26.59	26.706	26.641	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.251	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.388	1.0	1.0	1.0	1.0	1.0	1.0	0.78	0.82	12574					12622		12877	MS2					MS2		MS2	625.586828					625.587162		625.587084	26.592812987589202					26.592812987589202		26.592812987589202	1102151.25					882646.125		908999.9375	1	1	1	1	1	1	1	1	-9.564700000055382E-4					-6.224699999393124E-4		-7.00469999969755E-4	-1.528915121834577					-0.9950163493652293		-1.1196992452311052	5.149170209008559					5.206896744982093		5.2192092441607425	10.663391140758696					10.671223362533075		11.252219330162129	
Cer(d20:2/18:0+O)+NH4	Cer	(d20:2/18:0+O)	(d20:2)	(18:0+O)		625.58778447	C38 H77 O4 N2	2.7604438533701146	2.268401386610236	0.9495054383875534	0.9732274887125257	9918131.856600001	7146022.961999999	-66125.581	-35060.168999999994	5633881.386	1.5552013242600001E7	1.2779904348E7	1309558.473	1243432.892	1274498.304	28.14	28.14	28.14	1.2779904348E7	5383021.353900021	1976720.761	1.5552013242600001E7	1.2484443359E7	6878642.898	5633881.386	3311301.122	295714.822	368304.93999999994	1274498.304	496130.62	1243432.892	354311.341	1309558.473	1056173.161	1.2779904348E7	5383021.353900021	1976720.761	1.5552013242600001E7	1.2484443359E7	6878642.898	5633881.386	3311301.122	295714.822	368304.93999999994	1274498.304	496130.62	1243432.892	354311.341	1309558.473	1056173.161	28.202	27.642	27.983	27.346	28.286	27.948	28.298	28.14	0.202	0.0	0.0	0.0	0.0	0.139	0.0	0.0	0.475	0.0	0.0	0.0	0.0	0.165	0.0	0.0	0.83	1.0	1.0	1.0	1.0	0.85	1.0	1.0								13452								MS2								625.587431								28.14								998151.9375	1	1	1	1	1	1	1	1								-3.534699999363511E-4								-0.5650204471670167								5.030030584837859								12.450601330162128	
Cer(d20:2/18:0+O)+NH4	Cer	(d20:2/18:0+O)	(d20:2)	(18:0+O)		625.58778447	C38 H77 O4 N2	2.9174933789063253	1.0587552929436777	1.1477395909236212	2.8398323700527603	2.0280008239E7	621414.3099999987	60818.212	757382.0560000001	1.0576312003E7	3.0856320242E7	1.1197726313E7	411658.186	472476.398	1169040.242	29.458	29.458	29.458	1559959.52	1.1197726313E7	7025697.114	6026355.0234000245	3.0856320242E7	2.9489594924E7	1.0576312003E7	7271913.608	1169040.242	418157.775	545544.141	354804.31000000006	472476.398	436909.926	339299.315	411658.186	1559959.52	1.1197726313E7	7025697.114	6026355.0234000245	3.0856320242E7	2.9489594924E7	1.0576312003E7	7271913.608	1169040.242	418157.775	545544.141	354804.31000000006	472476.398	436909.926	339299.315	411658.186	29.685	29.337	29.483	28.869	29.405	29.458	29.416	29.47	0.0	0.172	0.104	0.0	0.413	0.366	0.232	0.128	0.0	0.248	0.098	0.0	0.61	0.691	0.257	0.149	1.0	0.72	0.86	1.0	0.73	0.69	0.68	0.8						14098								MS2								625.586788								29.458								868286.3125			1	1	1	1	1	1	1	1						-9.964700000182347E-4								-1.592855132818772								5.218977285360232								13.749026362533074			
Cer(d20:2/18:0+O)+NH4	Cer	(d20:2/18:0+O)	(d20:2)	(18:0+O)		625.58778447	C38 H77 O4 N2	0.33282116522983674	0.4485870269008566	3.1098327613634096	2.96866558049459	-1.2508295797000002E7	-1.0337912737000002E7	896996.5799999998	836979.274	1.8748040473E7	6239744.676	8410127.736	425150.56	1322147.14	1262129.834	29.711	29.711	29.711	764432.464	8410127.736	5925236.349	945779.257	2051224.194	6239744.676	1.8748040473E7	2293855.927	1231624.232	305708.131	1262129.834	1229270.728	1322147.14	1148703.735	353047.94	425150.56	764432.464	8410127.736	5925236.349	945779.257	2051224.194	6239744.676	1.8748040473E7	2293855.927	1231624.232	305708.131	1262129.834	1229270.728	1322147.14	1148703.735	353047.94	425150.56	29.695	29.755	29.62	29.711	29.598	29.857	29.698	29.768	0.0	0.12	0.0	0.0	0.0	0.0	0.345	0.035	0.0	0.311	0.0	0.0	0.0	0.0	0.486	0.05	1.0	0.81	1.0	1.0	1.0	1.0	0.74	0.84				14335								MS2								625.587097								29.711								784386.875					1	1	1	1	1	1	1	1				-6.874700000025769E-4								-1.0989187604882287								5.166885859712618								14.22462611335263					
Cer(d20:2/18:0+O)+NH4	Cer	(d20:2/18:0+O)	(d20:2)	(18:0+O)		625.58778447	C38 H77 O4 N2	1.3536327560560977	4.55014721320496	1.0006352317034626	0.9009497061377191	1834551.114	1.8417203761E7	746.3840000000782	-116382.02899999986	5187729.594	7022280.708	2.3604933355E7	1174979.139	1175725.523	1058597.11	30.60848872821736	30.60848872821736	30.60848872821736	2.3604933355E7	3530540.0622000312	2252993.11	3509364.530700005	4785598.802	7022280.708	5187729.594	1437927.686	453293.687	244913.81000000006	1058597.11	276034.93999999994	1151610.45	1175725.523	213529.181	1174979.139	2.3604933355E7	3530540.0622000312	2252993.11	3509364.530700005	4785598.802	7022280.708	5187729.594	1437927.686	453293.687	244913.81000000006	1058597.11	276034.93999999994	1151610.45	1175725.523	213529.181	1174979.139	30.499	30.712	30.492	30.307	30.611	30.573	30.46	30.644	0.321	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.495	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.66	1.0	1.0	1.0	1.0	1.0	0.81	1.0						14598		14514						MS2		MS2						625.587129		625.586825						30.60848872821736		30.60848872821736						977938.3125		1147502.625	1	1	1	1	1	1	1	1						-6.554699999696822E-4		-9.594699999979639E-4						-1.0477668015419777		-1.5337106223611348						5.079606683049845		5.026693734300053						14.787177362533074		14.67869233016213	
Cer(d18:1/21:0)+H	Cer	(d18:1/21:0)	(d18:1)	(21:0)		608.59762047	C39 H78 O3 N1	1.1158126351137636	1.0077652378188857	1.1677175963168498	0.9807862651472665	1903501.6640000008	127629.79700000025	411850.7049999996	-47181.63400000008	1.6436044842E7	1.8339546506E7	1.6563674639E7	2455620.126	2867470.831	2408438.492	18.932251471818525	18.932251471818525	18.932251471818525	1.6563674639E7	1.52272585E7	1.4300267848E7	1.8339546506E7	1.551945848E7	1.7096509151E7	1.5963162291E7	1.6436044842E7	2408438.492	2262598.241	2189051.203	2867470.831	2316544.148	2408026.551	2405989.21	2455620.126	1.6563674639E7	1.52272585E7	1.4300267848E7	1.8339546506E7	1.551945848E7	1.7096509151E7	1.5963162291E7	1.6436044842E7	2408438.492	2262598.241	2189051.203	2867470.831	2316544.148	2408026.551	2405989.21	2455620.126	18.919	18.93	18.944	18.934	18.938	18.931	18.939	18.924	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.93	1.0	1.0	1.0	1.0	1.0	9050	9047	9017	9058	9028	9055	9039	9034	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	608.597128	608.596872	608.596764	608.597036	608.596857	608.597066	608.597145	608.596742	18.932251471818525	18.932251471818525	18.932251471818525	18.932251471818525	18.932251471818525	18.932251471818525	18.932251471818525	18.932251471818525	814418.1875	1992081.0	1561667.125	1317946.625	921506.25	1730459.375	1778417.625	1299969.5	1	1	1	1	1	1	1	1	-4.924700000401572E-4	-7.484700000759403E-4	-8.564700000306402E-4	-5.844700000352532E-4	-7.63470000038069E-4	-5.544699999973091E-4	-4.7547000008307805E-4	-8.784700000887824E-4	-0.8091881041150862	-1.2298277561283972	-1.4072852153589188	-0.9603554382928094	-1.254474621647783	-0.9110617372785927	-0.7812550148280186	-1.4434339648863086	30.502343994347356	31.774397980473722	34.15675729947205	33.90997189522363	32.67475426332471	34.087282682211615	32.857615100968545	32.691388601982084	1.6714790161458524	1.681572679133474	1.5901811725450017	1.4572910083338257	1.7788153307420878	1.4688659923914962	1.3788749980897492	1.6122229767866365	
Cer(d18:0/22:0)+H	Cer	(d18:0/22:0)	(d18:0)	(22:0)		624.62892047	C40 H82 O3 N1	1.0420754934635656	0.8497116495186612	1.1046215349389052	0.8619336116377644	1065751.3770000003	-3806729.364	379157.44299999997	-500364.46900000004	2.5329503929E7	2.6395255306E7	2.1522774565E7	3624086.028	4003243.471	3123721.559	20.441141312666858	20.441141312666858	20.441141312666858	2.1522774565E7	1.9800847287E7	1.9668224735E7	2.3617592111E7	2.4539234505E7	2.6395255306E7	2.4597113773E7	2.5329503929E7	3123721.559	2891859.955	2812314.112	4003243.471	3414964.501	3857779.354	3510351.545	3624086.028	2.1522774565E7	1.9800847287E7	1.9668224735E7	2.3617592111E7	2.4539234505E7	2.6395255306E7	2.4597113773E7	2.5329503929E7	3123721.559	2891859.955	2812314.112	4003243.471	3414964.501	3857779.354	3510351.545	3624086.028	20.445	20.436	20.451	20.43	20.449	20.451	20.447	20.423	0.0	0.048	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.05	0.0	0.0	0.0	0.0	1.0	0.94	1.0	0.88	1.0	1.0	1.0	1.0	9782	9754	9733	9774	9752	9767	9753	9760	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	624.628172	624.628187	624.628302	624.628255	624.627984	624.628423	624.6286	624.628317	20.441141312666858	20.441141312666858	20.441141312666858	20.441141312666858	20.441141312666858	20.441141312666858	20.441141312666858	20.441141312666858	1852398.0	1160685.125	1422142.875	1304913.75	1892605.125	1457507.0	1921571.5	2204456.25	1	1	1	1	1	1	1	1	-7.484700000759403E-4	-7.334700000001249E-4	-6.184700000630983E-4	-6.654700000581215E-4	-9.364700000560333E-4	-4.974700000275334E-4	-3.204700000196681E-4	-6.034699999872828E-4	-1.1982638253342892	-1.1742495314080814	-0.9901399839894108	-1.0653847473848683	-1.4992430721391297	-0.7964247940805619	-0.5130564284005334	-0.9661257000590842	36.79027732026116	32.812515231436144	34.357833878727604	34.35478168663325	34.31741775412284	35.176344649297114	35.23922493108097	34.73865831583088	1.300207575102899	0.23649601734581438	0.9974769828905039	1.104748542922362	0.9147719461726496	1.2434492502654209	0.3381264211813466	1.2674070270626068	
Cer(d18:0+pO/22:0)+H	Cer	(d18:0+pO/22:0)	(d18:0+pO)	(22:0)		640.62383547	C40 H82 O4 N1	1.1389374151950558	1.0001693784032653	1.1100257776326978	0.9818552851104995	2905194.1380000003	3541.7180000022054	378150.30200000014	-62362.01699999999	2.0910092029E7	2.3815286167E7	2.0913633747E7	3436924.602	3815074.904	3374562.585	18.9248219581565	18.9248219581565	18.9248219581565	2.0913633747E7	1.9707449056E7	2.0014085752E7	2.3815286167E7	1.9874423342E7	2.1602801803E7	2.0910092029E7	1.9637659126E7	3374562.585	3095762.494	2984574.064	3815074.904	2967188.814	3281199.552	3436924.602	3098386.345	2.0913633747E7	1.9707449056E7	2.0014085752E7	2.3815286167E7	1.9874423342E7	2.1602801803E7	2.0910092029E7	1.9637659126E7	3374562.585	3095762.494	2984574.064	3815074.904	2967188.814	3281199.552	3436924.602	3098386.345	18.919	18.93	18.942	18.916	18.924	18.924	18.932	18.914	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9047	9031	9010	9049	9026	9042	9036	9029	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	640.622857	640.622711	640.622976	640.62307	640.623008	640.623215	640.623377	640.623141	18.9248219581565	18.9248219581565	18.9248219581565	18.9248219581565	18.9248219581565	18.9248219581565	18.9248219581565	18.9248219581565	1351159.0	941932.6875	1678713.25	1077165.875	1790195.625	1433660.625	1782736.5	969234.875	1	1	1	1	1	1	1	1	-9.784700000636803E-4	-0.0011244700000361263	-8.59470000023066E-4	-7.654700000330195E-4	-8.274699999901713E-4	-6.204700000580488E-4	-4.584700000123121E-4	-6.944699999849036E-4	-1.5273716064966023	-1.755275012744785	-1.341614797323631	-1.1948825767452924	-1.2916633981932282	-0.968540406055344	-0.7156616881472408	-1.0840529492351563	32.13625223042372	32.23731236774325	32.742061149965735	14.726547813560217	31.3000968408382	18.53343022148669	18.54852175986081	31.002141969810978	0.229226424897103	1.7398450173458144	0.5077440171094985	0.4038744570776345	2.4224869461726506	0.26815274973457903	1.838866421181347	0.2551019729373927	
Cer(d18:1/22:0)+H	Cer	(d18:1/22:0)	(d18:1)	(22:0)		622.6132704700001	C40 H80 O3 N1	1.101313783505433	1.0634839490650623	1.0913814671380784	1.043886699742072	4.2289772754999995E7	2.6499077288999975E7	5597240.565000005	2688120.729000002	4.17413813716E8	4.59703586471E8	4.43912891005E8	6.1251375583E7	6.6848616148E7	6.3939496312E7	19.772101649024126	19.772101649024126	19.772101649024126	4.43912891005E8	4.05667686168E8	4.10001663595E8	4.59703586471E8	4.03249351271E8	4.45958424008E8	3.96983078671E8	4.17413813716E8	6.3939496312E7	6.305288508E7	5.7239665461E7	6.6848616148E7	5.8627415447E7	6.3833033862E7	5.7392423934E7	6.1251375583E7	4.43912891005E8	4.05667686168E8	4.10001663595E8	4.59703586471E8	4.03249351271E8	4.45958424008E8	3.96983078671E8	4.17413813716E8	6.3939496312E7	6.305288508E7	5.7239665461E7	6.6848616148E7	5.8627415447E7	6.3833033862E7	5.7392423934E7	6.1251375583E7	19.761	19.772	19.781	19.767	19.776	19.774	19.781	19.767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9503	9486	9456	9493	9477	9498	9480	9486	MS2	MS2	MS2	MS2	MS2	MS2	MS2	MS2	622.612333	622.612329	622.612232	622.612564	622.612305	622.612337	622.612494	622.612375	19.772101649024126	19.772101649024126	19.772101649024126	19.772101649024126	19.772101649024126	19.772101649024126	19.772101649024126	19.772101649024126	3.1045398E7	2.6108122E7	3.1357536E7	4.447232E7	3.0711392E7	2.6714784E7	3.051769E7	2.7525868E7	1	1	1	1	1	1	1	1	-9.374700000535086E-4	-9.414700000434095E-4	-0.0010384700001395686	-7.064700000682933E-4	-9.654700000965022E-4	-9.334700000636076E-4	-7.76470000118934E-4	-8.954700000458615E-4	-1.505702865879972	-1.5121274133910694	-1.6679227163560146	-1.134685386238557	-1.5506747003737886	-1.4992783184514245	-1.2471148965394836	-1.4382451218147807	36.38111900888725	35.93879017967336	36.083859867448	33.55885848083063	34.778594654564586	35.32400995961792	34.71012516440232	34.36529893694282	1.8540070885816533	1.7854093787408267	1.7501096962516307	1.5913859267643993	1.7239717703644821	1.648897337597429	1.524261328981087	1.7703999118420874	
